,type,id,description,Unnamed: 0,cwe_counts,libraries,repos
10,base,79,Improper Neutralization of Input During Web Page Generation ('Cross-site Scripting'),136,126,"aiohttp, bleach, fastapi-users, gitpython, gradio, jupyterlab, langchain, lxml, lxml_html_clean, mistune, notebook, onnx, pillow, ray, tornado, tqdm, urllib3, werkzeug","aim, altair, blaze, chainer, cltk, colossalai, compreface, danswerai, deeppavlov, di-engine, digits, dl-translate, feast, igel, lightwood, minigrad, mlflow, nupic.studio, open-metric-learning, open-webui, pytorch_geometric, rasa, ray, rep, rockpool, sentiment-analyzer, skbel, stellargraph, superset, zipline"
11,base,88,Improper Neutralization of Argument Delimiters in a Command ('Argument Injection'),264,166,"deepspeed, gitpython, gradio, langchain, lxml, mlflow, pillow, pip, torch, tornado, tqdm, urllib3, virtualenv","aim, backprop, chemicalx, cltk, colossalai, compreface, cortex, danswerai, deeppavlov, detecto, detectron2, determined, di-engine, digits, dl-translate, face_recognition, feast, garage, gradio, igel, minigrad, mlflow, nn_builder, nupic.studio, open-webui, rasa, ray, retro, rockpool, sentiment-analyzer, stellargraph, superset, zipline"
12,base,89,Improper Neutralization of Special Elements used in an SQL Command ('SQL Injection'),103,30,"gitpython, langchain, lxml, pillow, tornado, tqdm, urllib3","cltk, colossalai, compreface, danswerai, deeppavlov, di-engine, digits, dl-translate, feast, igel, machine-learning, minigrad, mlflow, nupic.studio, open-webui, rasa, ray, rockpool, sentiment-analyzer, stellargraph, superset, zipline"
13,base,90,Improper Neutralization of Special Elements used in an LDAP Query ('LDAP Injection'),2,2,,machine-learning
14,base,91,XML Injection (aka Blind XPath Injection),132,56,"gitpython, langchain, lxml, pillow, tornado, tqdm, urllib3","cltk, colossalai, compreface, danswerai, deeppavlov, di-engine, digits, dl-translate, feast, igel, minigrad, mlflow, nupic.studio, open-webui, rasa, ray, rockpool, sentiment-analyzer, stellargraph, superset, zipline"
15,base,93,Improper Neutralization of CRLF Sequences ('CRLF Injection'),31,55,"aiohttp, flask-cors, gitpython, langchain, lxml, pillow, tornado, tqdm, urllib3","blaze, cltk, colossalai, compreface, danswerai, deeppavlov, di-engine, digits, dl-translate, feast, igel, lightwood, minigrad, mlflow, nupic.studio, open-webui, rasa, ray, rockpool, sentiment-analyzer, stellargraph, superset, zipline"
16,base,94,Improper Control of Generation of Code ('Code Injection'),151,230,"dynaconf, gitpython, jinja2, langchain, langchain-core, lightning, lxml, mlflow, nltk, pillow, tornado, tqdm, urllib3","alibi, alibi-detect, annoy, bigartm, blaze, breze, bytehub, catalyst, catboost, chainer, cleanlab, cltk, colossalai, compreface, cornac, couler, danswerai, dash, deeppavlov, deeppy, di-engine, digits, dl-translate, evidently, feast, fedot, gan, gensim, ggpy, gradio, igel, imbalanced-ensemble, lambdo, lasagne, lifelines, lightwood, matplotlib, metric-learn, mindsdb, minigrad, mist, mlflow, notebook, numpy, nupic.studio, open-webui, pebl, pomegranate, pybrain, pyod, pyqtgraph, python-timbl, pytorch, rasa, ray, recommenders, rgf, rockpool, scikit-image, scikit-multiflow, seaborn, segmentation_models, sentiment-analyzer, snips-nlu, spammy, statsmodels, stellargraph, streamlit, superset, tensorflow, textacy, tpot, vigra, xlearn, zipline, zpar"
17,base,96,Improper Neutralization of Directives in Statically Saved Code ('Static Code Injection'),84,257,"aim, chromadb, diffusers, diskcache, dynaconf, gitpython, joblib, keras, litellm, llama-index, mlflow, modelscope, nltk, numexpr, pillow, ray, setuptools, sqlitedict, tensorflow, tensorflow-gpu, vllm","aim, alibi, alibi-detect, annoy, bigartm, blaze, breze, bytehub, catalyst, catboost, chainer, cleanlab, cltk, colossalai, compreface, cornac, couler, danswerai, dash, deeppavlov, deeppy, determined, di-engine, digits, evidently, feast, fedot, gan, gensim, ggpy, gradio, igel, imbalanced-ensemble, joligen, lambdo, langflow, lifelines, lightwood, litellm, matplotlib, metric-learn, mindsdb, minigrad, mist, mlflow, neuroner, nn_builder, notebook, numpy, nupic.studio, open-webui, pebl, pix2pix-keras, pybrain, pyod, pyqtgraph, python-timbl, pytorch, rasa, ray, recommenders, retro, rgf, rockpool, scikit-image, scikit-multiflow, seaborn, segmentation_models, snips-nlu, spammy, statsmodels, stellargraph, streamlit, superset, tensorflow, tpot, vigra, xlearn, zipline, zpar"
18,base,112,Missing XML Validation,2657,685,"aiohttp, flask, gitpython, gradio, ipython, jupyterlab, langchain-core, litestar, mlflow, oauthlib, onnx, pillow, pip, protobuf, python-multipart, pyyaml, starlette, tensorflow, tensorflow-gpu, transformers, ujson, uv, vllm, werkzeug","aim, altair, auto_viml, autoviz, backprop, bigartm, blaze, bokeh, chainer, cleanlab, cltk, colossalai, compreface, cornac, cortex, danswerai, deeppavlov, determined, di-engine, digits, evidently, fastapi, feast, gradio, igel, langflow, lightly, lightwood, matplotlib, mindsdb, minigrad, mlflow, nalp, neuroner, nn_builder, numpy, nupic.studio, open-webui, pattern, petrel, pix2pix-keras, pydantic, pysyft, pytensor, pytorch, pytorch_geometric, pytorchcv, rasa, ray, retro, spammy, stellargraph, streamlit, superset, transformers, vizdoom, zipline"
19,base,115,Misinterpretation of Input,6,12,"python-multipart, uv","danswerai, ray, superset"
20,base,117,Improper Output Neutralization for Logs,2914,865,"aiohttp, flask, gitpython, gradio, gunicorn, ipython, jupyterlab, langchain-core, litestar, mlflow, oauthlib, onnx, pillow, pip, python-multipart, pyyaml, starlette, tensorflow, tensorflow-gpu, tornado, transformers, ujson, uv, vllm, werkzeug","aim, alibi, alibi-detect, altair, annoy, auto_viml, autoviz, backprop, bigartm, blaze, bokeh, bowtie, breze, bytehub, catalyst, catboost, chainer, cleanlab, cltk, colossalai, compreface, cornac, cortex, couler, danswerai, dash, deepface, deeppavlov, deeppy, determined, di-engine, digits, evidently, fastapi, feast, fedot, gan, ggpy, gradio, igel, imbalanced-ensemble, lambdo, langflow, lifelines, lightly, lightwood, machine-learning, mars, matplotlib, metric-learn, mindsdb, minigrad, mist, mlflow, nalp, neuroner, nn_builder, notebook, numpy, nupic.studio, open-webui, pattern, pebl, petrel, pix2pix-keras, pybrain, pydantic, pyod, pyqtgraph, pysyft, pytensor, python-timbl, pytorch, pytorch_geometric, pytorchcv, rasa, ray, recommenders, retro, rgf, rockpool, scikit-image, scikit-multiflow, seaborn, segmentation_models, snips-nlu, spammy, statsmodels, stellargraph, streamlit, superset, tensorflow, tpot, transformers, vigra, vizdoom, xlearn, zipline, zpar"
21,base,120,Buffer Copy without Checking Size of Input ('Classic Buffer Overflow'),5309,2384,"aiohttp, cryptography, flask, gitpython, gradio, ipython, jupyterlab, langchain-core, litestar, lmdb, mlflow, msgpack, oauthlib, onnx, opencv-python, pillow, pip, protobuf, pyarrow, python-multipart, pyyaml, sentencepiece, starlette, tensorflow, tensorflow-gpu, torch, transformers, ujson, uv, vllm, werkzeug","aim, alibi, alibi-detect, altair, auto_viml, autogluon, autoviz, backprop, bigartm, blaze, bokeh, chainer, chemicalx, cleanlab, cltk, colossalai, compreface, cornac, cortex, danswerai, deeppavlov, detecto, detectron2, determined, di-engine, digits, evidently, fastapi, feast, garage, gradio, igel, joligen, langflow, lightgbm, lightly, lightwood, matplotlib, mindsdb, minigrad, mlflow, nalp, neuroner, nn_builder, numpy, nupic.studio, open-webui, optuna, pattern, petrel, pix2pix-keras, pydantic, pysyft, pytensor, pytorch, pytorch-frame, pytorch-lightning, pytorch_geometric, pytorchcv, rasa, ray, retro, rockpool, skbel, spammy, stellargraph, streamlit, superset, textacy, tpot, transformers, vizdoom, zipline"
22,base,123,Write-what-where Condition,1922,1440,"aiohttp, cryptography, jinja2, lmdb, msgpack, numpy, opencv-python, pillow, protobuf, psutil, pyarrow, pyopenssl, sentencepiece, tensorflow, tensorflow-gpu, torch, ujson, werkzeug","aim, alibi, alibi-detect, altair, autogluon, backprop, bigartm, blaze, chemicalx, cleanlab, cltk, colossalai, compreface, cornac, cortex, danswerai, deeppavlov, detecto, detectron2, determined, digits, dirty_cat, evidently, fastapi, feast, garage, gradio, igel, joligen, lasagne, lightgbm, lightwood, matplotlib, minigrad, mlflow, modal, neuroner, nn_builder, nupic.studio, open-webui, optuna, pix2pix-keras, prodmodel, pytorch-frame, pytorch-lightning, pytorch_geometric, rasa, ray, rockpool, scikit-multiflow, skbel, sparklingpandas, stellargraph, suiron, textacy, tpot, zipline"
23,base,124,Buffer Underwrite ('Buffer Underflow'),290,429,"lmdb, opencv-python, pillow, protobuf, tensorflow, tensorflow-gpu, ujson, werkzeug","aim, alibi, alibi-detect, altair, bigartm, colossalai, compreface, cornac, digits, evidently, fastapi, feast, gradio, igel, lightwood, matplotlib, mlflow, neuroner, nn_builder, nupic.studio, open-webui, optuna, rasa, ray, skbel, stellargraph, textacy, zipline"
24,base,125,Out-of-bounds Read,1781,1453,"cryptography, protobuf, sentencepiece, tensorflow, tensorflow-gpu, torch, tornado","aim, altair, autogluon, backprop, bigartm, chemicalx, cleanlab, cltk, colossalai, compreface, cornac, cortex, danswerai, deeppavlov, detecto, detectron2, determined, digits, garage, gradio, igel, joligen, lightwood, minigrad, mlflow, neuroner, nn_builder, open-webui, optuna, pytorch-frame, pytorch-lightning, pytorch_geometric, rasa, ray, rockpool, skbel, tpot, zipline"
25,base,128,Wrap-around Error,295,725,"cryptography, pillow, protobuf, sentencepiece, tensorflow, tensorflow-cpu, tensorflow-gpu, torch, ujson","aim, alibi, alibi-detect, altair, autogluon, backprop, bigartm, chemicalx, cleanlab, cltk, colossalai, compreface, cornac, cortex, danswerai, deeppavlov, detecto, detectron2, determined, digits, evidently, fastapi, feast, garage, gradio, igel, joligen, lightwood, matplotlib, minigrad, mlflow, neuroner, nn_builder, nupic.studio, open-webui, optuna, pytorch-frame, pytorch-lightning, pytorch_geometric, rasa, ray, rockpool, skbel, stellargraph, textacy, tpot, zipline"
26,base,130,Improper Handling of Length Parameter Inconsistency,1311,664,"cryptography, protobuf, sentencepiece, tensorflow, tensorflow-gpu, torch","aim, autogluon, backprop, bigartm, chemicalx, cleanlab, cltk, colossalai, compreface, cornac, cortex, danswerai, deeppavlov, detecto, detectron2, determined, digits, garage, gradio, igel, joligen, lightwood, minigrad, mlflow, neuroner, nn_builder, open-webui, optuna, pytorch-frame, pytorch-lightning, pytorch_geometric, rasa, ray, rockpool, tpot"
27,base,131,Incorrect Calculation of Buffer Size,328,372,"cryptography, protobuf, sentencepiece, tensorflow, tensorflow-gpu, torch","aim, autogluon, backprop, bigartm, chemicalx, cleanlab, cltk, colossalai, compreface, cornac, cortex, danswerai, deeppavlov, detecto, detectron2, determined, digits, garage, gradio, igel, joligen, lightwood, minigrad, mlflow, neuroner, nn_builder, open-webui, optuna, pytorch-frame, pytorch-lightning, pytorch_geometric, rasa, ray, rockpool, tpot"
28,base,134,Use of Externally-Controlled Format String,3226,704,"aiohttp, azure-storage-blob, flask, gitpython, gradio, ipython, jupyterlab, langchain-core, litestar, mlflow, oauthlib, onnx, pillow, pip, python-multipart, pyyaml, starlette, tensorflow, tensorflow-gpu, transformers, ujson, uv, vllm, werkzeug","aim, altair, auto_viml, autoviz, backprop, blaze, bokeh, chainer, cleanlab, cltk, colossalai, compreface, cornac, cortex, danswerai, deeppavlov, determined, di-engine, digits, evidently, fastapi, feast, gradio, igel, langflow, lightly, lightwood, matplotlib, mindsdb, minigrad, mlflow, nalp, neuroner, nn_builder, numpy, nupic.studio, open-webui, pattern, petrel, pix2pix-keras, pydantic, pysyft, pytensor, pytorch, pytorch_geometric, pytorchcv, rasa, ray, retro, sentiment-analyzer, spammy, stellargraph, streamlit, superset, transformers, vizdoom, zipline"
29,base,135,Incorrect Calculation of Multi-Byte String Length,3,10,"tensorflow, tensorflow-gpu","compreface, cornac, igel, neuroner, nn_builder"
30,base,166,Improper Handling of Missing Special Element,1,6,tornado,"minigrad, mlflow, ray, zipline"
31,base,167,Improper Handling of Additional Special Element,2,6,tornado,"minigrad, mlflow, ray, zipline"
32,base,168,Improper Handling of Inconsistent Special Elements,3,6,tornado,"minigrad, mlflow, ray, zipline"
33,base,170,Improper Null Termination,3287,853,"aiohttp, flask, gitpython, gradio, ipython, jupyterlab, langchain-core, litestar, mlflow, numpy, oauthlib, onnx, pillow, pip, pyopenssl, python-multipart, pyyaml, starlette, tensorflow, tensorflow-gpu, tornado, transformers, ujson, uv, vllm, werkzeug","aim, altair, auto_viml, autoviz, backprop, blaze, bokeh, chainer, cleanlab, cltk, colossalai, compreface, cornac, cortex, danswerai, deeppavlov, determined, di-engine, digits, dirty_cat, evidently, fastapi, feast, gradio, igel, langflow, lightly, lightwood, matplotlib, mindsdb, minigrad, mlflow, modal, nalp, neuroner, nn_builder, numpy, nupic.studio, open-webui, pattern, petrel, pix2pix-keras, prodmodel, pydantic, pysyft, pytensor, pytorch, pytorch_geometric, pytorchcv, rasa, ray, retro, scikit-multiflow, skbel, spammy, sparklingpandas, stellargraph, streamlit, suiron, superset, transformers, vizdoom, zipline"
34,base,178,Improper Handling of Case Sensitivity,21,27,starlette,"altair, danswerai, fastapi, gradio, igel, mlflow, ray"
35,base,179,Incorrect Behavior Order: Early Validation,84,690,"aiohttp, dnspython, flask, gitpython, gradio, ipython, jupyterlab, langchain-core, litestar, mlflow, oauthlib, onnx, pillow, pip, python-multipart, pyyaml, starlette, tensorflow, tensorflow-gpu, transformers, ujson, uv, vllm, werkzeug","aim, altair, auto_viml, autoviz, backprop, blaze, bokeh, chainer, cleanlab, cltk, colossalai, compreface, cornac, cortex, danswerai, deeppavlov, determined, di-engine, digits, evidently, fastapi, feast, gradio, igel, langflow, lightly, lightwood, matplotlib, mindsdb, minigrad, mlflow, nalp, neuroner, nn_builder, numpy, nupic.studio, open-webui, pattern, petrel, pix2pix-keras, pydantic, pysyft, pytensor, pytorch, pytorch_geometric, pytorchcv, rasa, ray, retro, seaborn, spammy, stellargraph, streamlit, superset, transformers, vizdoom, zipline"
36,base,182,Collapse of Data into Unsafe Value,6,4,litestar,"evidently, superset, transformers"
37,base,183,Permissive List of Allowed Inputs,46,157,"gradio, jupyter-server, lightning, litestar, mlflow, nltk, numpy, pip, pygments, pytorch-lightning, setuptools, tensorflow, tensorflow-gpu","aim, autogluon, blaze, cltk, colossalai, compreface, cornac, cortex, determined, di-engine, digits, dirty_cat, evidently, face_recognition, feast, gensim, igel, lightning-bolts, lightwood, minigrad, mlflow, modal, neuroner, nn_builder, open-webui, pix2pix-keras, prodmodel, pytorch, pytorch-lightning, rasa, ray, retro, scikit-multiflow, skbel, spammy, sparklingpandas, stellargraph, suiron, superset, tensorflow, textacy, zipline"
