,nature,type,id,description,cwe_counts,cwe_id
24,MemberOf,category,1366,ICS Communications: Frail Security in Protocols,11,327
25,MemberOf,category,1402,Comprehensive Categorization: Encryption,11,327
26,MemberOf,category,1439,OWASP Top Ten 2025 Category A04:2025 - Cryptographic Failures,11,327
27,Self,class,327,,11,327
0,ChildOf,class,326,Inadequate Encryption Strength,11,328
1,ChildOf,class,327,Use of a Broken or Risky Cryptographic Algorithm,11,328
2,ParentOf,base,916,Use of Password Hash With Insufficient Computational Effort,11,328
3,MemberOf,category,310,Cryptographic Issues,11,328
4,MemberOf,category,1013,Encrypt Data,11,328
5,MemberOf,category,934,OWASP Top Ten 2013 Category A6 - Sensitive Data Exposure,11,328
6,MemberOf,category,958,SFP Secondary Cluster: Broken Cryptography,11,328
7,MemberOf,category,1029,OWASP Top Ten 2017 Category A3 - Sensitive Data Exposure,11,328
8,MemberOf,category,1346,OWASP Top Ten 2021 Category A02:2021 - Cryptographic Failures,11,328
9,MemberOf,category,1402,Comprehensive Categorization: Encryption,11,328
10,MemberOf,category,1439,OWASP Top Ten 2025 Category A04:2025 - Cryptographic Failures,11,328
11,Self,base,328,,11,328
0,ChildOf,base,328,Use of Weak Hash,11,916
1,ParentOf,variant,759,Use of a One-Way Hash without a Salt,11,916
2,ParentOf,variant,760,Use of a One-Way Hash with a Predictable Salt,11,916
3,MemberOf,category,255,Credentials Management Errors,11,916
4,MemberOf,category,310,Cryptographic Issues,11,916
5,ChildOf,class,327,Use of a Broken or Risky Cryptographic Algorithm,11,916
6,MemberOf,category,1010,Authenticate Actors,11,916
7,MemberOf,category,1346,OWASP Top Ten 2021 Category A02:2021 - Cryptographic Failures,11,916
8,MemberOf,category,1402,Comprehensive Categorization: Encryption,11,916
9,MemberOf,category,1439,OWASP Top Ten 2025 Category A04:2025 - Cryptographic Failures,11,916
10,Self,base,916,,11,916
0,ChildOf,pillar,693,Protection Mechanism Failure,3,327
1,ParentOf,base,328,Use of Weak Hash,3,327
2,ParentOf,variant,780,Use of RSA Algorithm without OAEP,3,327
3,ParentOf,base,1240,Use of a Cryptographic Primitive with a Risky Implementation,3,327
4,PeerOf,base,301,Reflection Attack in an Authentication Protocol,3,327
5,PeerOf,class,311,Missing Encryption of Sensitive Data,3,327
6,CanFollow,base,208,Observable Timing Discrepancy,3,327
7,MemberOf,view,1003,Weaknesses for Simplified Mapping of Published Vulnerabilities,3,327
8,ParentOf,base,916,Use of Password Hash With Insufficient Computational Effort,3,327
9,MemberOf,category,1013,Encrypt Data,3,327
10,MemberOf,category,729,OWASP Top Ten 2004 Category A8 - Insecure Storage,3,327
11,MemberOf,category,753,2009 Top 25 - Porous Defenses,3,327
12,MemberOf,category,803,2010 Top 25 - Porous Defenses,3,327
13,MemberOf,category,816,OWASP Top Ten 2010 Category A7 - Insecure Cryptographic Storage,3,327
14,MemberOf,category,866,2011 Top 25 - Porous Defenses,3,327
15,MemberOf,category,883,CERT C++ Secure Coding Section 49 - Miscellaneous (MSC),3,327
16,MemberOf,view,884,CWE Cross-section,3,327
17,MemberOf,category,934,OWASP Top Ten 2013 Category A6 - Sensitive Data Exposure,3,327
18,MemberOf,category,958,SFP Secondary Cluster: Broken Cryptography,3,327
19,MemberOf,category,1029,OWASP Top Ten 2017 Category A3 - Sensitive Data Exposure,3,327
20,MemberOf,category,1131,CISQ Quality Measures (2016) - Security,3,327
21,MemberOf,category,1152,SEI CERT Oracle Secure Coding Standard for Java - Guidelines 49. Miscellaneous (MSC),3,327
22,MemberOf,category,1170,SEI CERT C Coding Standard - Guidelines 48. Miscellaneous (MSC),3,327
23,MemberOf,category,1346,OWASP Top Ten 2021 Category A02:2021 - Cryptographic Failures,3,327
24,MemberOf,category,1366,ICS Communications: Frail Security in Protocols,3,327
25,MemberOf,category,1402,Comprehensive Categorization: Encryption,3,327
26,MemberOf,category,1439,OWASP Top Ten 2025 Category A04:2025 - Cryptographic Failures,3,327
27,Self,class,327,,3,327
0,ChildOf,pillar,693,Protection Mechanism Failure,1,327
1,ParentOf,base,328,Use of Weak Hash,1,327
2,ParentOf,variant,780,Use of RSA Algorithm without OAEP,1,327
3,ParentOf,base,1240,Use of a Cryptographic Primitive with a Risky Implementation,1,327
4,PeerOf,base,301,Reflection Attack in an Authentication Protocol,1,327
5,PeerOf,class,311,Missing Encryption of Sensitive Data,1,327
6,CanFollow,base,208,Observable Timing Discrepancy,1,327
7,MemberOf,view,1003,Weaknesses for Simplified Mapping of Published Vulnerabilities,1,327
8,ParentOf,base,916,Use of Password Hash With Insufficient Computational Effort,1,327
9,MemberOf,category,1013,Encrypt Data,1,327
10,MemberOf,category,729,OWASP Top Ten 2004 Category A8 - Insecure Storage,1,327
11,MemberOf,category,753,2009 Top 25 - Porous Defenses,1,327
12,MemberOf,category,803,2010 Top 25 - Porous Defenses,1,327
13,MemberOf,category,816,OWASP Top Ten 2010 Category A7 - Insecure Cryptographic Storage,1,327
14,MemberOf,category,866,2011 Top 25 - Porous Defenses,1,327
15,MemberOf,category,883,CERT C++ Secure Coding Section 49 - Miscellaneous (MSC),1,327
16,MemberOf,view,884,CWE Cross-section,1,327
17,MemberOf,category,934,OWASP Top Ten 2013 Category A6 - Sensitive Data Exposure,1,327
18,MemberOf,category,958,SFP Secondary Cluster: Broken Cryptography,1,327
19,MemberOf,category,1029,OWASP Top Ten 2017 Category A3 - Sensitive Data Exposure,1,327
20,MemberOf,category,1131,CISQ Quality Measures (2016) - Security,1,327
21,MemberOf,category,1152,SEI CERT Oracle Secure Coding Standard for Java - Guidelines 49. Miscellaneous (MSC),1,327
22,MemberOf,category,1170,SEI CERT C Coding Standard - Guidelines 48. Miscellaneous (MSC),1,327
23,MemberOf,category,1346,OWASP Top Ten 2021 Category A02:2021 - Cryptographic Failures,1,327
24,MemberOf,category,1366,ICS Communications: Frail Security in Protocols,1,327
25,MemberOf,category,1402,Comprehensive Categorization: Encryption,1,327
26,MemberOf,category,1439,OWASP Top Ten 2025 Category A04:2025 - Cryptographic Failures,1,327
27,Self,class,327,,1,327
0,ChildOf,class,668,Exposure of Resource to Wrong Sphere,19,377
1,ParentOf,base,378,Creation of Temporary File With Insecure Permissions,19,377
2,ParentOf,base,379,Creation of Temporary File in Directory with Insecure Permissions,19,377
3,MemberOf,category,361,7PK - Time and State,19,377
4,MemberOf,category,857,The CERT Oracle Secure Coding Standard for Java (2011) Chapter 14 - Input Output (FIO),19,377
5,MemberOf,category,964,SFP Secondary Cluster: Exposure Temporary File,19,377
6,MemberOf,category,1147,SEI CERT Oracle Secure Coding Standard for Java - Guidelines 13. Input Output (FIO),19,377
7,MemberOf,category,1169,SEI CERT C Coding Standard - Guidelines 14. Concurrency (CON),19,377
8,MemberOf,category,1345,OWASP Top Ten 2021 Category A01:2021 - Broken Access Control,19,377
9,MemberOf,category,1366,ICS Communications: Frail Security in Protocols,19,377
10,MemberOf,category,1403,Comprehensive Categorization: Exposed Resource,19,377
11,MemberOf,category,1436,OWASP Top Ten 2025 Category A01:2025 - Broken Access Control,19,377
12,Self,class,377,,19,377
0,ChildOf,pillar,664,Improper Control of a Resource Through its Lifetime,57,400
1,ParentOf,class,405,Asymmetric Resource Consumption (Amplification),57,400
2,ParentOf,base,770,Allocation of Resources Without Limits or Throttling,57,400
3,ParentOf,base,771,Missing Reference to Active Allocated Resource,57,400
4,ParentOf,base,779,Logging of Excessive Data,57,400
5,ParentOf,base,920,Improper Restriction of Power Consumption,57,400
6,ParentOf,base,1235,Incorrect Use of Autoboxing and Unboxing for Performance Critical Operations,57,400
7,ParentOf,base,1246,Improper Write Handling in Limited-write Non-Volatile Memories,57,400
8,CanFollow,class,410,Insufficient Resource Pool,57,400
9,MemberOf,view,1003,Weaknesses for Simplified Mapping of Published Vulnerabilities,57,400
10,ParentOf,base,770,Allocation of Resources Without Limits or Throttling,57,400
11,ParentOf,base,920,Improper Restriction of Power Consumption,57,400
12,MemberOf,category,730,OWASP Top Ten 2004 Category A9 - Denial of Service,57,400
13,MemberOf,category,858,The CERT Oracle Secure Coding Standard for Java (2011) Chapter 15 - Serialization (SER),57,400
14,MemberOf,category,861,The CERT Oracle Secure Coding Standard for Java (2011) Chapter 18 - Miscellaneous (MSC),57,400
15,MemberOf,view,884,CWE Cross-section,57,400
16,MemberOf,category,985,SFP Secondary Cluster: Unrestricted Consumption,57,400
17,MemberOf,category,1148,SEI CERT Oracle Secure Coding Standard for Java - Guidelines 14. Serialization (SER),57,400
18,MemberOf,category,1152,SEI CERT Oracle Secure Coding Standard for Java - Guidelines 49. Miscellaneous (MSC),57,400
19,MemberOf,view,1200,Weaknesses in the 2019 CWE Top 25 Most Dangerous Software Errors,57,400
20,MemberOf,view,1350,Weaknesses in the 2020 CWE Top 25 Most Dangerous Software Weaknesses,57,400
21,MemberOf,view,1387,Weaknesses in the 2022 CWE Top 25 Most Dangerous Software Weaknesses,57,400
22,MemberOf,category,1416,Comprehensive Categorization: Resource Lifecycle Management,57,400
23,MemberOf,view,1430,Weaknesses in the 2024 CWE Top 25 Most Dangerous Software Weaknesses,57,400
24,Self,class,400,,57,400
0,ChildOf,class,74,Improper Neutralization of Special Elements in Output Used by a Downstream Component ('Injection'),2,943
1,ParentOf,base,89,Improper Neutralization of Special Elements used in an SQL Command ('SQL Injection'),2,943
2,ParentOf,base,90,Improper Neutralization of Special Elements used in an LDAP Query ('LDAP Injection'),2,943
3,ParentOf,base,643,Improper Neutralization of Data within XPath Expressions ('XPath Injection'),2,943
4,ParentOf,base,652,Improper Neutralization of Data within XQuery Expressions ('XQuery Injection'),2,943
5,MemberOf,category,1019,Validate Inputs,2,943
6,MemberOf,category,1027,OWASP Top Ten 2017 Category A1 - Injection,2,943
7,MemberOf,category,1409,Comprehensive Categorization: Injection,2,943
8,Self,class,943,,2,943
